ONTOLOGY	ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalue	rank	leading_edge	core_enrichment
BP	GO:0090277	positive regulation of peptide hormone secretion	113	-0.607199342210648	-2.38591687454787	1e-10	3.76857142857143e-08	3.30375939849624e-08	4556	tags=35%, list=8%, signal=33%	ENSG00000196126/ENSG00000170893/ENSG00000096968/ENSG00000010310/ENSG00000149295/ENSG00000136573/ENSG00000148737/ENSG00000154229/ENSG00000181031/ENSG00000157017/ENSG00000123836/ENSG00000156026/ENSG00000254647/ENSG00000142330/ENSG00000147571/ENSG00000106327/ENSG00000036828/ENSG00000006071/ENSG00000147642/ENSG00000016082/ENSG00000170011/ENSG00000170498/ENSG00000115263/ENSG00000106128/ENSG00000180210/ENSG00000186188/ENSG00000138207/ENSG00000070985/ENSG00000171564/ENSG00000118702/ENSG00000171557/ENSG00000163581/ENSG00000185002/ENSG00000171560/ENSG00000178473/ENSG00000139515/ENSG00000012504/ENSG00000001626/ENSG00000164266/ENSG00000131910
BP	GO:0006639	acylglycerol metabolic process	137	-0.602568471577338	-2.34978887520985	1e-10	3.76857142857143e-08	3.30375939849624e-08	5361	tags=28%, list=9%, signal=25%	ENSG00000168477/ENSG00000177666/ENSG00000185000/ENSG00000169692/ENSG00000105851/ENSG00000214456/ENSG00000062282/ENSG00000125730/ENSG00000140526/ENSG00000186281/ENSG00000198814/ENSG00000077044/ENSG00000134780/ENSG00000101670/ENSG00000138193/ENSG00000187021/ENSG00000124003/ENSG00000101577/ENSG00000187546/ENSG00000176485/ENSG00000110243/ENSG00000130988/ENSG00000166391/ENSG00000166035/ENSG00000021826/ENSG00000091583/ENSG00000124253/ENSG00000138823/ENSG00000158874/ENSG00000266200/ENSG00000111701/ENSG00000187288/ENSG00000110245/ENSG00000084674/ENSG00000106384/ENSG00000283926/ENSG00000182333/ENSG00000110244
BP	GO:0006638	neutral lipid metabolic process	138	-0.598202839396672	-2.33764895129882	1e-10	3.76857142857143e-08	3.30375939849624e-08	5361	tags=28%, list=9%, signal=25%	ENSG00000168477/ENSG00000177666/ENSG00000185000/ENSG00000169692/ENSG00000105851/ENSG00000214456/ENSG00000062282/ENSG00000125730/ENSG00000140526/ENSG00000186281/ENSG00000198814/ENSG00000077044/ENSG00000134780/ENSG00000101670/ENSG00000138193/ENSG00000187021/ENSG00000124003/ENSG00000101577/ENSG00000187546/ENSG00000176485/ENSG00000110243/ENSG00000130988/ENSG00000166391/ENSG00000166035/ENSG00000021826/ENSG00000091583/ENSG00000124253/ENSG00000138823/ENSG00000158874/ENSG00000266200/ENSG00000111701/ENSG00000187288/ENSG00000110245/ENSG00000084674/ENSG00000106384/ENSG00000283926/ENSG00000182333/ENSG00000110244
CC	GO:0098862	cluster of actin-based cell projections	172	-0.535635566924008	-2.09536348798185	1e-10	3.76857142857143e-08	3.30375939849624e-08	7140	tags=33%, list=12%, signal=29%	ENSG00000166126/ENSG00000149488/ENSG00000076351/ENSG00000154864/ENSG00000124564/ENSG00000186765/ENSG00000089847/ENSG00000119121/ENSG00000137474/ENSG00000103375/ENSG00000111913/ENSG00000225697/ENSG00000081479/ENSG00000138079/ENSG00000176058/ENSG00000081923/ENSG00000205038/ENSG00000118777/ENSG00000105357/ENSG00000006747/ENSG00000175894/ENSG00000151491/ENSG00000213892/ENSG00000174233/ENSG00000104321/ENSG00000154646/ENSG00000066230/ENSG00000157765/ENSG00000159640/ENSG00000167780/ENSG00000110195/ENSG00000100170/ENSG00000130234/ENSG00000120756/ENSG00000174827/ENSG00000021488/ENSG00000164363/ENSG00000112782/ENSG00000127831/ENSG00000163581/ENSG00000172367/ENSG00000074276/ENSG00000138823/ENSG00000146038/ENSG00000167434/ENSG00000137860/ENSG00000169994/ENSG00000006611/ENSG00000099834/ENSG00000175311/ENSG00000179914/ENSG00000166866/ENSG00000091138/ENSG00000146039/ENSG00000174358/ENSG00000090402
BP	GO:0050714	positive regulation of protein secretion	150	-0.524126778967783	-2.08048117613155	1e-10	3.76857142857143e-08	3.30375939849624e-08	6346	tags=29%, list=11%, signal=26%	ENSG00000196126/ENSG00000170893/ENSG00000096968/ENSG00000101605/ENSG00000198722/ENSG00000010310/ENSG00000136573/ENSG00000148737/ENSG00000154229/ENSG00000198087/ENSG00000181031/ENSG00000157017/ENSG00000170890/ENSG00000123836/ENSG00000156026/ENSG00000254647/ENSG00000142330/ENSG00000102981/ENSG00000147571/ENSG00000167332/ENSG00000104783/ENSG00000036828/ENSG00000006071/ENSG00000147642/ENSG00000016082/ENSG00000170011/ENSG00000148677/ENSG00000214274/ENSG00000115263/ENSG00000132170/ENSG00000180210/ENSG00000087085/ENSG00000138207/ENSG00000070985/ENSG00000171564/ENSG00000171557/ENSG00000163581/ENSG00000185002/ENSG00000171560/ENSG00000178473/ENSG00000139515/ENSG00000012504/ENSG00000001626/ENSG00000131910
BP	GO:0019730	antimicrobial humoral response	186	-0.521665455793733	-2.06645386950849	1e-10	3.76857142857143e-08	3.30375939849624e-08	6134	tags=33%, list=10%, signal=30%	ENSG00000012223/ENSG00000008438/ENSG00000163739/ENSG00000198183/ENSG00000239839/ENSG00000180083/ENSG00000240247/ENSG00000211893/ENSG00000211896/ENSG00000206047/ENSG00000168634/ENSG00000115009/ENSG00000131981/ENSG00000170890/ENSG00000239951/ENSG00000101443/ENSG00000182931/ENSG00000180305/ENSG00000211897/ENSG00000211890/ENSG00000109272/ENSG00000163736/ENSG00000171195/ENSG00000081041/ENSG00000106178/ENSG00000112116/ENSG00000113889/ENSG00000137673/ENSG00000214274/ENSG00000258818/ENSG00000132465/ENSG00000142515/ENSG00000211899/ENSG00000112115/ENSG00000151882/ENSG00000163735/ENSG00000010438/ENSG00000211895/ENSG00000124157/ENSG00000110680/ENSG00000120937/ENSG00000180210/ENSG00000211898/ENSG00000163734/ENSG00000141448/ENSG00000090382/ENSG00000171564/ENSG00000163737/ENSG00000171560/ENSG00000275896/ENSG00000124233/ENSG00000187908/ENSG00000275718/ENSG00000143954/ENSG00000131142/ENSG00000164816/ENSG00000164822/ENSG00000171747/ENSG00000096088/ENSG00000115386/ENSG00000172016/ENSG00000172023
BP	GO:0050796	regulation of insulin secretion	175	-0.5085113212452	-2.01621903424822	1e-10	3.76857142857143e-08	3.30375939849624e-08	10093	tags=38%, list=17%, signal=31%	ENSG00000164038/ENSG00000110719/ENSG00000075142/ENSG00000091428/ENSG00000053438/ENSG00000102362/ENSG00000143158/ENSG00000149577/ENSG00000142615/ENSG00000162337/ENSG00000125538/ENSG00000284762/ENSG00000164251/ENSG00000250366/ENSG00000166501/ENSG00000080298/ENSG00000172375/ENSG00000106089/ENSG00000175567/ENSG00000130529/ENSG00000119782/ENSG00000126262/ENSG00000196126/ENSG00000170893/ENSG00000096968/ENSG00000130037/ENSG00000010310/ENSG00000149295/ENSG00000136573/ENSG00000148737/ENSG00000154229/ENSG00000181031/ENSG00000157017/ENSG00000187486/ENSG00000152254/ENSG00000123836/ENSG00000162009/ENSG00000156026/ENSG00000142330/ENSG00000147571/ENSG00000012779/ENSG00000036828/ENSG00000174672/ENSG00000006071/ENSG00000147642/ENSG00000016082/ENSG00000170011/ENSG00000150594/ENSG00000115263/ENSG00000198643/ENSG00000180210/ENSG00000162992/ENSG00000007171/ENSG00000138207/ENSG00000070985/ENSG00000100604/ENSG00000095981/ENSG00000163581/ENSG00000185002/ENSG00000125798/ENSG00000178473/ENSG00000139515/ENSG00000012504/ENSG00000001626/ENSG00000101076/ENSG00000131910
BP	GO:0050911	detection of chemical stimulus involved in sensory perception of smell	422	0.6919430623529	1.88913386288471	1e-10	3.76857142857143e-08	3.30375939849624e-08	10045	tags=51%, list=17%, signal=43%	ENSG00000150261/ENSG00000176281/ENSG00000205329/ENSG00000174339/ENSG00000181752/ENSG00000188324/ENSG00000196171/ENSG00000205495/ENSG00000176246/ENSG00000172154/ENSG00000258817/ENSG00000198601/ENSG00000225997/ENSG00000184140/ENSG00000181927/ENSG00000155249/ENSG00000175143/ENSG00000221931/ENSG00000148136/ENSG00000172188/ENSG00000206536/ENSG00000185926/ENSG00000176540/ENSG00000184394/ENSG00000070729/ENSG00000169488/ENSG00000196098/ENSG00000187612/ENSG00000279761/ENSG00000184954/ENSG00000166884/ENSG00000196184/ENSG00000198674/ENSG00000188269/ENSG00000177693/ENSG00000204246/ENSG00000150269/ENSG00000262085/ENSG00000276119/ENSG00000180433/ENSG00000198965/ENSG00000176567/ENSG00000176231/ENSG00000176748/ENSG00000185821/ENSG00000227152/ENSG00000182974/ENSG00000181693/ENSG00000186306/ENSG00000197887/ENSG00000196248/ENSG00000127529/ENSG00000254658/ENSG00000181939/ENSG00000187701/ENSG00000171014/ENSG00000174937/ENSG00000204694/ENSG00000170605/ENSG00000177275/ENSG00000167825/ENSG00000221954/ENSG00000181761/ENSG00000186113/ENSG00000205328/ENSG00000204702/ENSG00000183706/ENSG00000172489/ENSG00000233412/ENSG00000182652/ENSG00000172199/ENSG00000179695/ENSG00000254769/ENSG00000162727/ENSG00000182613/ENSG00000176198/ENSG00000172487/ENSG00000174957/ENSG00000127515/ENSG00000186440/ENSG00000176200/ENSG00000136839/ENSG00000174914/ENSG00000180974/ENSG00000172457/ENSG00000176290/ENSG00000176742/ENSG00000198678/ENSG00000181961/ENSG00000176294/ENSG00000279263/ENSG00000274102/ENSG00000175619/ENSG00000186881/ENSG00000198104/ENSG00000197454/ENSG00000188340/ENSG00000181733/ENSG00000165762/ENSG00000180708/ENSG00000262980/ENSG00000172464/ENSG00000176299/ENSG00000172459/ENSG00000169484/ENSG00000243729/ENSG00000198128/ENSG00000204703/ENSG00000204700/ENSG00000170920/ENSG00000284723/ENSG00000180934/ENSG00000197403/ENSG00000280204/ENSG00000277932/ENSG00000183024/ENSG00000181698/ENSG00000184478/ENSG00000249730/ENSG00000176895/ENSG00000205327/ENSG00000196578/ENSG00000127780/ENSG00000176925/ENSG00000258453/ENSG00000170929/ENSG00000174970/ENSG00000279000/ENSG00000174667/ENSG00000186943/ENSG00000169208/ENSG00000178586/ENSG00000203581/ENSG00000172208/ENSG00000177174/ENSG00000277556/ENSG00000196071/ENSG00000168124/ENSG00000176239/ENSG00000197532/ENSG00000197428/ENSG00000112462/ENSG00000170683/ENSG00000182334/ENSG00000177186/ENSG00000186092/ENSG00000182854/ENSG00000181785/ENSG00000279111/ENSG00000260811/ENSG00000176219/ENSG00000186509/ENSG00000175398/ENSG00000176230/ENSG00000187857/ENSG00000177212/ENSG00000196944/ENSG00000179919/ENSG00000183313/ENSG00000204704/ENSG00000187080/ENSG00000188691/ENSG00000176695/ENSG00000196832/ENSG00000177489/ENSG00000254466/ENSG00000172146/ENSG00000184155/ENSG00000171180/ENSG00000183389/ENSG00000197591/ENSG00000177476/ENSG00000181718/ENSG00000181767/ENSG00000197706/ENSG00000183269/ENSG00000258083/ENSG00000255012/ENSG00000221910/ENSG00000197938/ENSG00000279051/ENSG00000167822/ENSG00000172320/ENSG00000177201/ENSG00000171936/ENSG00000228198/ENSG00000130538/ENSG00000237521/ENSG00000186513/ENSG00000182783/ENSG00000221989/ENSG00000182083/ENSG00000188558/ENSG00000185385/ENSG00000197437/ENSG00000203663/ENSG00000273085/ENSG00000176253/ENSG00000176798/ENSG00000196099/ENSG00000183310/ENSG00000172150/ENSG00000176787/ENSG00000173285/ENSG00000181017/ENSG00000170923/ENSG00000203757/ENSG00000187918/ENSG00000204688/ENSG00000167360/ENSG00000149133/ENSG00000205497/ENSG00000279012/ENSG00000182070/ENSG00000185372/ENSG00000167359
MF	GO:0004984	olfactory receptor activity	410	0.683975030031025	1.86715979449316	1e-10	3.76857142857143e-08	3.30375939849624e-08	10045	tags=51%, list=17%, signal=43%	ENSG00000176281/ENSG00000205329/ENSG00000174339/ENSG00000188324/ENSG00000196171/ENSG00000205495/ENSG00000176246/ENSG00000172154/ENSG00000258817/ENSG00000198601/ENSG00000225997/ENSG00000184140/ENSG00000181927/ENSG00000155249/ENSG00000175143/ENSG00000221931/ENSG00000148136/ENSG00000172188/ENSG00000206536/ENSG00000185926/ENSG00000176540/ENSG00000184394/ENSG00000169488/ENSG00000196098/ENSG00000187612/ENSG00000279761/ENSG00000184954/ENSG00000166884/ENSG00000196184/ENSG00000198674/ENSG00000188269/ENSG00000177693/ENSG00000204246/ENSG00000150269/ENSG00000262085/ENSG00000276119/ENSG00000180433/ENSG00000198965/ENSG00000176567/ENSG00000176231/ENSG00000176748/ENSG00000185821/ENSG00000227152/ENSG00000182974/ENSG00000181693/ENSG00000186306/ENSG00000197887/ENSG00000196248/ENSG00000127529/ENSG00000181939/ENSG00000187701/ENSG00000171014/ENSG00000174937/ENSG00000204694/ENSG00000170605/ENSG00000177275/ENSG00000167825/ENSG00000221954/ENSG00000181761/ENSG00000186113/ENSG00000205328/ENSG00000204702/ENSG00000183706/ENSG00000172489/ENSG00000233412/ENSG00000182652/ENSG00000179695/ENSG00000254769/ENSG00000162727/ENSG00000182613/ENSG00000176198/ENSG00000174957/ENSG00000127515/ENSG00000186440/ENSG00000176200/ENSG00000136839/ENSG00000174914/ENSG00000180974/ENSG00000172457/ENSG00000176290/ENSG00000176742/ENSG00000198678/ENSG00000181961/ENSG00000176294/ENSG00000279263/ENSG00000274102/ENSG00000175619/ENSG00000186881/ENSG00000198104/ENSG00000197454/ENSG00000188340/ENSG00000181733/ENSG00000165762/ENSG00000180708/ENSG00000262980/ENSG00000172464/ENSG00000176299/ENSG00000172459/ENSG00000169484/ENSG00000243729/ENSG00000198128/ENSG00000204703/ENSG00000204700/ENSG00000170920/ENSG00000284723/ENSG00000180934/ENSG00000197403/ENSG00000280204/ENSG00000277932/ENSG00000183024/ENSG00000181698/ENSG00000184478/ENSG00000249730/ENSG00000176895/ENSG00000205327/ENSG00000196578/ENSG00000127780/ENSG00000176925/ENSG00000258453/ENSG00000170929/ENSG00000174970/ENSG00000279000/ENSG00000174667/ENSG00000186943/ENSG00000169208/ENSG00000178586/ENSG00000203581/ENSG00000172208/ENSG00000177174/ENSG00000277556/ENSG00000196071/ENSG00000168124/ENSG00000176239/ENSG00000197532/ENSG00000197428/ENSG00000112462/ENSG00000170683/ENSG00000182334/ENSG00000177186/ENSG00000186092/ENSG00000182854/ENSG00000181785/ENSG00000279111/ENSG00000260811/ENSG00000176219/ENSG00000186509/ENSG00000175398/ENSG00000176230/ENSG00000187857/ENSG00000177212/ENSG00000196944/ENSG00000179919/ENSG00000183313/ENSG00000204704/ENSG00000187080/ENSG00000188691/ENSG00000176695/ENSG00000196832/ENSG00000177489/ENSG00000254466/ENSG00000172146/ENSG00000184155/ENSG00000171180/ENSG00000183389/ENSG00000197591/ENSG00000177476/ENSG00000181718/ENSG00000181767/ENSG00000197706/ENSG00000183269/ENSG00000258083/ENSG00000255012/ENSG00000221910/ENSG00000197938/ENSG00000279051/ENSG00000172320/ENSG00000177201/ENSG00000171936/ENSG00000228198/ENSG00000130538/ENSG00000237521/ENSG00000186513/ENSG00000182783/ENSG00000221989/ENSG00000182083/ENSG00000188558/ENSG00000185385/ENSG00000197437/ENSG00000203663/ENSG00000273085/ENSG00000176253/ENSG00000176798/ENSG00000196099/ENSG00000183310/ENSG00000172150/ENSG00000176787/ENSG00000173285/ENSG00000181017/ENSG00000170923/ENSG00000203757/ENSG00000187918/ENSG00000204688/ENSG00000167360/ENSG00000149133/ENSG00000205497/ENSG00000279012/ENSG00000182070/ENSG00000185372/ENSG00000167359
BP	GO:0007608	sensory perception of smell	454	0.673393377479373	1.84168171928613	1e-10	3.76857142857143e-08	3.30375939849624e-08	10098	tags=48%, list=17%, signal=40%	ENSG00000150261/ENSG00000176281/ENSG00000205329/ENSG00000174339/ENSG00000181752/ENSG00000188324/ENSG00000196171/ENSG00000205495/ENSG00000176246/ENSG00000172154/ENSG00000258817/ENSG00000198601/ENSG00000225997/ENSG00000184140/ENSG00000181927/ENSG00000155249/ENSG00000175143/ENSG00000221931/ENSG00000148136/ENSG00000172188/ENSG00000206536/ENSG00000185926/ENSG00000176540/ENSG00000184394/ENSG00000070729/ENSG00000169488/ENSG00000196098/ENSG00000187612/ENSG00000279761/ENSG00000184954/ENSG00000166884/ENSG00000196184/ENSG00000198674/ENSG00000188269/ENSG00000177693/ENSG00000204246/ENSG00000150269/ENSG00000262085/ENSG00000276119/ENSG00000180433/ENSG00000198965/ENSG00000176567/ENSG00000176231/ENSG00000176748/ENSG00000185821/ENSG00000227152/ENSG00000182974/ENSG00000181693/ENSG00000186306/ENSG00000197887/ENSG00000196248/ENSG00000127529/ENSG00000254658/ENSG00000181939/ENSG00000187701/ENSG00000171014/ENSG00000174937/ENSG00000204694/ENSG00000170605/ENSG00000177275/ENSG00000167825/ENSG00000221954/ENSG00000181761/ENSG00000186113/ENSG00000205328/ENSG00000204702/ENSG00000183706/ENSG00000172489/ENSG00000233412/ENSG00000182652/ENSG00000172199/ENSG00000179695/ENSG00000254769/ENSG00000162727/ENSG00000182613/ENSG00000176198/ENSG00000172487/ENSG00000174957/ENSG00000127515/ENSG00000186440/ENSG00000176200/ENSG00000136839/ENSG00000174914/ENSG00000180974/ENSG00000172457/ENSG00000176290/ENSG00000176742/ENSG00000198678/ENSG00000181961/ENSG00000176294/ENSG00000279263/ENSG00000274102/ENSG00000175619/ENSG00000186881/ENSG00000135569/ENSG00000198104/ENSG00000197454/ENSG00000188340/ENSG00000181733/ENSG00000165762/ENSG00000180708/ENSG00000262980/ENSG00000110975/ENSG00000172464/ENSG00000176299/ENSG00000172459/ENSG00000169484/ENSG00000243729/ENSG00000198128/ENSG00000204703/ENSG00000204700/ENSG00000170920/ENSG00000284723/ENSG00000180934/ENSG00000197403/ENSG00000280204/ENSG00000277932/ENSG00000183024/ENSG00000181698/ENSG00000184478/ENSG00000249730/ENSG00000176895/ENSG00000205327/ENSG00000196578/ENSG00000127780/ENSG00000176925/ENSG00000258453/ENSG00000170929/ENSG00000174970/ENSG00000279000/ENSG00000174667/ENSG00000186943/ENSG00000169208/ENSG00000178586/ENSG00000203581/ENSG00000172208/ENSG00000177174/ENSG00000277556/ENSG00000196071/ENSG00000168124/ENSG00000176239/ENSG00000197532/ENSG00000197428/ENSG00000112462/ENSG00000170683/ENSG00000182334/ENSG00000177186/ENSG00000186092/ENSG00000182854/ENSG00000181785/ENSG00000279111/ENSG00000260811/ENSG00000176219/ENSG00000186509/ENSG00000175398/ENSG00000176230/ENSG00000187857/ENSG00000177212/ENSG00000196944/ENSG00000179919/ENSG00000183313/ENSG00000204704/ENSG00000187080/ENSG00000188691/ENSG00000176695/ENSG00000196832/ENSG00000177489/ENSG00000254466/ENSG00000172146/ENSG00000184155/ENSG00000171180/ENSG00000183389/ENSG00000197591/ENSG00000177476/ENSG00000181718/ENSG00000181767/ENSG00000197706/ENSG00000183269/ENSG00000258083/ENSG00000255012/ENSG00000221910/ENSG00000197938/ENSG00000279051/ENSG00000167822/ENSG00000172320/ENSG00000177201/ENSG00000171936/ENSG00000228198/ENSG00000130538/ENSG00000237521/ENSG00000186513/ENSG00000182783/ENSG00000221989/ENSG00000182083/ENSG00000188558/ENSG00000185385/ENSG00000197437/ENSG00000203663/ENSG00000273085/ENSG00000176253/ENSG00000176798/ENSG00000196099/ENSG00000183310/ENSG00000172150/ENSG00000176787/ENSG00000173285/ENSG00000181017/ENSG00000170923/ENSG00000203757/ENSG00000187918/ENSG00000204688/ENSG00000167360/ENSG00000149133/ENSG00000205497/ENSG00000279012/ENSG00000182070/ENSG00000185372/ENSG00000167359/ENSG00000173610
BP	GO:0050907	detection of chemical stimulus involved in sensory perception	467	0.671040932462742	1.83640817325915	1e-10	3.76857142857143e-08	3.30375939849624e-08	10045	tags=47%, list=17%, signal=39%	ENSG00000150261/ENSG00000176281/ENSG00000205329/ENSG00000174339/ENSG00000181752/ENSG00000188324/ENSG00000196171/ENSG00000205495/ENSG00000176246/ENSG00000172154/ENSG00000258817/ENSG00000198601/ENSG00000225997/ENSG00000184140/ENSG00000181927/ENSG00000155249/ENSG00000175143/ENSG00000221931/ENSG00000148136/ENSG00000172188/ENSG00000206536/ENSG00000185926/ENSG00000176540/ENSG00000184394/ENSG00000070729/ENSG00000169488/ENSG00000196098/ENSG00000187612/ENSG00000279761/ENSG00000184954/ENSG00000166884/ENSG00000196184/ENSG00000198674/ENSG00000188269/ENSG00000177693/ENSG00000204246/ENSG00000150269/ENSG00000262085/ENSG00000276119/ENSG00000128519/ENSG00000180433/ENSG00000198965/ENSG00000176567/ENSG00000176231/ENSG00000163825/ENSG00000176748/ENSG00000185821/ENSG00000227152/ENSG00000182974/ENSG00000181693/ENSG00000186306/ENSG00000197887/ENSG00000196248/ENSG00000127529/ENSG00000254658/ENSG00000181939/ENSG00000187701/ENSG00000171014/ENSG00000174937/ENSG00000204694/ENSG00000170605/ENSG00000177275/ENSG00000167825/ENSG00000221954/ENSG00000181761/ENSG00000186113/ENSG00000205328/ENSG00000204702/ENSG00000183706/ENSG00000172489/ENSG00000233412/ENSG00000182652/ENSG00000172199/ENSG00000179695/ENSG00000254769/ENSG00000162727/ENSG00000182613/ENSG00000176198/ENSG00000172487/ENSG00000174957/ENSG00000127515/ENSG00000186440/ENSG00000175077/ENSG00000176200/ENSG00000136839/ENSG00000174914/ENSG00000180974/ENSG00000172457/ENSG00000176290/ENSG00000176742/ENSG00000198678/ENSG00000181961/ENSG00000176294/ENSG00000279263/ENSG00000274102/ENSG00000175619/ENSG00000186881/ENSG00000198104/ENSG00000197454/ENSG00000188340/ENSG00000181733/ENSG00000165762/ENSG00000180708/ENSG00000262980/ENSG00000172464/ENSG00000176299/ENSG00000172459/ENSG00000169484/ENSG00000243729/ENSG00000198128/ENSG00000204703/ENSG00000204700/ENSG00000170920/ENSG00000284723/ENSG00000180934/ENSG00000197403/ENSG00000280204/ENSG00000277932/ENSG00000183024/ENSG00000181698/ENSG00000184478/ENSG00000249730/ENSG00000176895/ENSG00000205327/ENSG00000196578/ENSG00000127780/ENSG00000176925/ENSG00000258453/ENSG00000170929/ENSG00000174970/ENSG00000279000/ENSG00000174667/ENSG00000186943/ENSG00000169208/ENSG00000178586/ENSG00000203581/ENSG00000172208/ENSG00000177174/ENSG00000277556/ENSG00000196071/ENSG00000168124/ENSG00000176239/ENSG00000197532/ENSG00000197428/ENSG00000112462/ENSG00000170683/ENSG00000182334/ENSG00000177186/ENSG00000186092/ENSG00000182854/ENSG00000181785/ENSG00000279111/ENSG00000260811/ENSG00000176219/ENSG00000186509/ENSG00000175398/ENSG00000176230/ENSG00000187857/ENSG00000177212/ENSG00000196944/ENSG00000179919/ENSG00000183313/ENSG00000204704/ENSG00000187080/ENSG00000188691/ENSG00000176695/ENSG00000196832/ENSG00000177489/ENSG00000254466/ENSG00000172146/ENSG00000184155/ENSG00000171180/ENSG00000183389/ENSG00000197591/ENSG00000177476/ENSG00000181718/ENSG00000181767/ENSG00000197706/ENSG00000183269/ENSG00000258083/ENSG00000255012/ENSG00000221910/ENSG00000197938/ENSG00000279051/ENSG00000167822/ENSG00000172320/ENSG00000177201/ENSG00000171936/ENSG00000228198/ENSG00000130538/ENSG00000237521/ENSG00000186513/ENSG00000182783/ENSG00000221989/ENSG00000182083/ENSG00000188558/ENSG00000185385/ENSG00000197437/ENSG00000203663/ENSG00000273085/ENSG00000176253/ENSG00000176798/ENSG00000196099/ENSG00000183310/ENSG00000172150/ENSG00000176787/ENSG00000173285/ENSG00000181017/ENSG00000170923/ENSG00000203757/ENSG00000187918/ENSG00000204688/ENSG00000167360/ENSG00000149133/ENSG00000205497/ENSG00000279012/ENSG00000182070/ENSG00000185372/ENSG00000167359
BP	GO:0050892	intestinal absorption	44	-0.784703496292742	-2.65877706614964	1.39118834255469e-10	5.00448388317172e-08	4.38723558171193e-08	2297	tags=48%, list=4%, signal=46%	ENSG00000167780/ENSG00000100170/ENSG00000089472/ENSG00000106404/ENSG00000182156/ENSG00000150594/ENSG00000166391/ENSG00000120756/ENSG00000053918/ENSG00000138075/ENSG00000127831/ENSG00000143921/ENSG00000140297/ENSG00000015520/ENSG00000118137/ENSG00000165828/ENSG00000158874/ENSG00000165376/ENSG00000145384/ENSG00000163586/ENSG00000110244
BP	GO:0046887	positive regulation of hormone secretion	146	-0.521750868366322	-2.03395508352569	5.38503772994261e-10	1.85292124325069e-07	1.62438369235935e-07	4556	tags=26%, list=8%, signal=24%	ENSG00000136573/ENSG00000148737/ENSG00000154229/ENSG00000181031/ENSG00000157017/ENSG00000123836/ENSG00000156026/ENSG00000254647/ENSG00000142330/ENSG00000147571/ENSG00000106327/ENSG00000036828/ENSG00000006071/ENSG00000118513/ENSG00000147642/ENSG00000016082/ENSG00000170011/ENSG00000170498/ENSG00000115263/ENSG00000124205/ENSG00000132170/ENSG00000106128/ENSG00000180210/ENSG00000186188/ENSG00000138207/ENSG00000070985/ENSG00000171564/ENSG00000118702/ENSG00000171557/ENSG00000163581/ENSG00000185002/ENSG00000171560/ENSG00000178473/ENSG00000139515/ENSG00000012504/ENSG00000001626/ENSG00000164266/ENSG00000131910
CC	GO:0042581	specific granule	159	-0.505754471657018	-1.99925291044255	9.8759644465439e-10	3.25659927624785e-07	2.85493340645486e-07	9515	tags=35%, list=16%, signal=30%	ENSG00000104043/ENSG00000069424/ENSG00000197694/ENSG00000130038/ENSG00000109743/ENSG00000069974/ENSG00000060971/ENSG00000059804/ENSG00000011422/ENSG00000142185/ENSG00000116260/ENSG00000164821/ENSG00000183019/ENSG00000126759/ENSG00000111816/ENSG00000124469/ENSG00000204386/ENSG00000122359/ENSG00000012223/ENSG00000008438/ENSG00000204936/ENSG00000051523/ENSG00000163739/ENSG00000167925/ENSG00000166527/ENSG00000171302/ENSG00000185000/ENSG00000125810/ENSG00000169692/ENSG00000108405/ENSG00000138772/ENSG00000110917/ENSG00000166900/ENSG00000172057/ENSG00000171236/ENSG00000186431/ENSG00000028137/ENSG00000068650/ENSG00000115828/ENSG00000170956/ENSG00000171049/ENSG00000127329/ENSG00000134827/ENSG00000140284/ENSG00000079385/ENSG00000172794/ENSG00000149177/ENSG00000196187/ENSG00000124406/ENSG00000006534/ENSG00000148346/ENSG00000090382/ENSG00000002726/ENSG00000229314/ENSG00000228278/ENSG00000102837
MF	GO:0016798	hydrolase activity, acting on glycosyl bonds	129	-0.538361247933041	-2.10612096128144	1.31243487243994e-09	4.01353318315122e-07	3.51850780231564e-07	7577	tags=35%, list=13%, signal=30%	ENSG00000196547/ENSG00000115607/ENSG00000004139/ENSG00000114378/ENSG00000112667/ENSG00000111885/ENSG00000174876/ENSG00000115604/ENSG00000103888/ENSG00000187733/ENSG00000204386/ENSG00000240038/ENSG00000243480/ENSG00000070610/ENSG00000001036/ENSG00000116406/ENSG00000163521/ENSG00000154328/ENSG00000085465/ENSG00000170266/ENSG00000171478/ENSG00000185090/ENSG00000133116/ENSG00000124596/ENSG00000142102/ENSG00000171489/ENSG00000159921/ENSG00000115850/ENSG00000179163/ENSG00000164976/ENSG00000188162/ENSG00000054983/ENSG00000149328/ENSG00000135048/ENSG00000257335/ENSG00000157093/ENSG00000106304/ENSG00000134216/ENSG00000130768/ENSG00000172264/ENSG00000204099/ENSG00000090382/ENSG00000249948/ENSG00000257743/ENSG00000090402
